0,0,0,25.886000,-22.777000,1.106900,-0.005423,0.000000,0.000000,1.106731,-0.006549
1,1,0,55.675000,-12.912000,1.107900,0.024106,0.000000,0.000000,1.107871,0.003287
2,5,0,6.263000,-51.197000,1.075700,-0.105997,0.000000,0.000000,1.075297,-0.120189
3,6,0,42.793000,-18.335000,1.075700,-0.106018,0.000000,0.000000,1.075261,-0.120177
4,7,0,6.083000,-91.816000,1.090600,-0.320739,0.000000,0.000000,1.092242,-0.332593
5,10,0,28.112000,56.378000,1.025700,-0.230506,0.000000,0.000000,1.027140,-0.245953
6,11,0,-15.790000,21.584000,1.025700,-0.230349,0.000000,0.000000,1.027216,-0.245824
7,12,0,-49.489000,52.627000,1.011900,-0.307422,0.000000,0.000000,1.013141,-0.323231
8,13,0,45.992000,-33.166000,1.043100,-0.317824,0.000000,0.000000,1.044546,-0.335094
9,14,0,27.072000,-72.390000,1.043300,-0.317755,0.000000,0.000000,1.044742,-0.335035
10,15,0,67.219000,-97.613000,1.043300,-0.317580,0.000000,0.000000,1.044743,-0.334905
11,16,0,3.723000,-54.562000,1.031200,-0.394759,0.000000,0.000000,1.036722,-0.398560
12,17,0,54.303000,-98.922000,1.030900,-0.388196,0.000000,0.000000,1.037162,-0.390650
13,18,0,-45.249000,88.043000,1.027000,-0.201847,0.000000,0.000000,1.028493,-0.217541
14,19,0,0.715000,69.758000,1.027000,-0.201673,0.000000,0.000000,1.028540,-0.217381
15,25,0,-43.561000,-74.816000,1.085100,-0.088818,0.000000,0.000000,1.084703,-0.103066
16,26,0,-15.492000,-36.649000,1.085200,-0.089061,0.000000,0.000000,1.084817,-0.103272
17,30,0,-19.209000,-96.265000,1.042500,-0.309203,0.000000,0.000000,1.043015,-0.329575
18,31,0,-49.459000,-50.811000,1.084500,-0.046721,0.000000,0.000000,1.084630,-0.064550
19,32,0,-26.834000,-35.426000,1.084400,-0.047140,0.000000,0.000000,1.084530,-0.064949
20,33,0,-57.281000,43.811000,1.017800,-0.268100,0.000000,0.000000,1.019079,-0.286534
21,34,0,-102.140000,55.747000,1.017800,-0.268187,0.000000,0.000000,1.019045,-0.286620
22,35,0,-62.640000,25.066000,1.007200,-0.323741,0.000000,0.000000,1.007839,-0.341495
23,36,2,0.000000,0.000000,1.110000,0.000000,6.913200,0.631300,1.110000,0.000000
24,37,1,-98.681000,25.493000,1.110000,0.029306,6.854600,-0.571100,1.110000,0.008328
25,38,1,11.147000,-48.101000,1.110000,0.029168,3.499000,0.568100,1.110000,0.008228
26,39,1,-17.362000,20.027000,1.047500,0.002807,10.497100,0.872100,1.047500,-0.022759
27,40,1,-47.560000,44.351000,1.047500,0.002927,10.497100,-1.775400,1.047500,-0.022687
28,41,0,2.505000,28.412000,1.032000,-0.340426,0.000000,0.000000,1.032740,-0.360076
29,42,0,25.362000,-3.082000,1.031900,-0.340479,0.000000,0.000000,1.032641,-0.360135
30,43,0,3.469000,33.114000,1.050000,-0.025599,0.000000,0.000000,1.049514,-0.059587
31,44,0,-26.874000,69.449000,1.050000,-0.025660,0.000000,0.000000,1.049499,-0.059649
32,45,0,72.964000,-5.494000,1.039600,-0.323916,0.000000,0.000000,1.040864,-0.341728
33,46,0,71.860000,-41.470000,1.060300,-0.146327,0.000000,0.000000,1.059943,-0.162797
34,47,0,111.427000,-79.326000,1.060300,-0.146627,0.000000,0.000000,1.059960,-0.163115
35,53,0,-11.367000,-7.675000,1.099600,-0.155336,-0.032300,-0.010000,1.099577,-0.183073
36,54,0,31.019000,17.425000,1.099700,-0.155322,0.000000,0.000000,1.099649,-0.183073
37,59,1,11.212000,1.156000,1.050000,-0.146608,5.088800,1.272100,1.050000,-0.167010
38,61,0,-29.093000,-32.669000,1.094200,-0.168140,0.000000,0.000000,1.094166,-0.195837
39,62,0,-27.314000,41.505000,1.044900,-0.226299,0.000000,0.000000,1.044907,-0.256011
40,77,0,20.185000,27.903000,1.097500,-0.195041,0.000000,0.000000,1.097524,-0.218265
41,79,0,-58.242000,4.549000,1.050000,-0.184900,0.000000,0.000000,1.050031,-0.214365
42,84,0,-81.972000,-28.048000,1.093500,-0.062732,0.000000,0.000000,1.093004,-0.091141
43,93,1,-83.473000,-3.390000,1.108800,-0.020324,4.168700,1.209700,1.108800,-0.055525
44,98,0,-14.431000,58.352000,1.049900,-0.066521,0.000000,0.000000,1.049884,-0.136274
45,102,0,1.814000,9.099000,1.096300,-0.058652,-0.451100,-0.079400,1.095939,-0.087185
46,103,0,19.718000,33.917000,1.096300,-0.058729,0.000000,0.000000,1.095882,-0.087278
47,106,0,-15.059000,-17.763000,1.100500,-0.051513,0.000000,0.000000,1.100086,-0.079269
48,107,0,-57.055000,-45.044000,1.100500,-0.051615,0.000000,0.000000,1.100075,-0.079405
49,108,0,22.008000,3.614000,1.043400,-0.026979,0.000000,0.000000,1.043173,-0.056115
50,109,0,-18.767000,18.533000,1.043400,-0.027005,0.000000,0.000000,1.043171,-0.056154
51,115,0,-51.121000,-4.866000,1.100800,-0.039354,0.000000,0.000000,1.100868,-0.072510
52,122,1,37.658000,-34.625000,1.110000,-0.015732,1.129700,0.482100,1.110000,-0.051011
53,124,0,-50.984000,9.321000,1.096200,-0.063870,0.000000,0.000000,1.096071,-0.095389
54,125,0,-17.494000,-26.178000,1.096200,-0.064008,-0.715400,-0.079400,1.096110,-0.095532
55,126,0,-14.169000,49.377000,1.079100,-0.069464,0.000000,0.000000,1.079053,-0.104205
56,131,0,-54.370000,-2.307000,1.041500,-0.081845,0.000000,0.000000,1.041503,-0.120062
57,133,1,15.351000,-14.004000,1.107600,-0.030615,0.000000,0.000000,1.107600,-0.065046
58,134,1,-29.259000,24.965000,1.107600,-0.030658,1.109600,0.599000,1.107600,-0.065091
59,137,0,54.617000,40.392000,1.047700,-0.182055,0.000000,0.000000,1.047786,-0.211963
60,138,0,6.076000,19.823000,1.047800,-0.182090,0.000000,0.000000,1.047813,-0.212005
61,139,0,-29.010000,16.810000,1.050000,-0.091419,0.000000,0.000000,1.050000,-0.124929
62,140,0,-48.453000,-8.953000,1.050000,-0.091391,0.000000,0.000000,1.049999,-0.124877
63,145,1,34.221000,6.241000,1.039700,-0.065214,4.168700,-1.383100,1.039700,-0.108521
64,147,0,42.923000,54.275000,1.095000,-0.060221,0.000000,0.000000,1.094634,-0.089091
65,148,0,40.319000,3.019000,1.095100,-0.060097,0.000000,0.000000,1.094710,-0.088976
66,150,0,-14.312000,-15.574000,1.098500,-0.053547,0.000000,0.000000,1.098085,-0.082312
67,153,1,-48.948000,-21.638000,1.088600,-0.214326,1.121600,0.649000,1.088600,-0.235147
68,154,1,-11.330000,-33.883000,1.088600,-0.214536,1.119600,0.649000,1.088600,-0.235355
69,168,1,-66.084000,-51.450000,1.081000,-0.304368,0.000000,0.000000,1.081000,-0.327598
70,169,1,-77.399000,-54.559000,1.081000,-0.304630,0.000000,0.000000,1.081000,-0.327871
71,190,1,-102.767000,-94.088000,1.083000,-0.306934,1.879400,0.738600,1.083000,-0.330201
72,198,0,-24.353000,-30.771000,1.020600,-0.501381,0.000000,0.000000,1.020598,-0.535691
73,214,0,13.808000,34.089000,1.023300,-0.490019,0.000000,0.000000,1.023790,-0.506297
74,219,0,-12.195000,38.114000,1.055000,-0.472373,0.000000,0.000000,1.055288,-0.493196
75,221,0,-29.730000,60.248000,1.006200,-0.425930,0.000000,0.000000,1.006913,-0.442539
76,222,0,-3.038000,28.033000,1.006200,-0.425930,0.000000,0.000000,1.006913,-0.442539
77,223,0,-14.226000,34.619000,1.029200,-0.524838,0.000000,0.000000,1.029083,-0.532334
78,252,0,150.565000,-10.008000,1.078300,-0.059058,-0.062000,-0.010000,1.078600,-0.068725
79,274,0,-22.315000,40.370000,1.109200,-0.162591,-0.041700,-0.021100,1.109166,-0.179269
80,277,1,68.357000,0.371000,1.115400,-0.156343,-0.038600,-0.016100,1.115400,-0.172854
81,278,1,106.488000,-74.004000,1.119900,-0.180205,-0.038600,-0.016100,1.119900,-0.198032
82,280,0,115.754000,13.932000,1.079400,-0.056669,-0.103600,-0.022100,1.079764,-0.066324
83,286,0,-23.493000,-44.181000,1.111000,-0.152252,-0.126000,-0.045200,1.111055,-0.169405
84,307,0,-10.674000,42.218000,1.086700,-0.008223,0.000000,0.000000,1.086671,-0.027951
85,309,1,-26.417000,55.362000,1.000000,0.057343,3.361600,1.411700,1.000000,0.034328
86,332,0,39.012000,-40.213000,1.079400,-0.049845,-0.227500,-0.130600,1.079716,-0.060498
87,346,0,-19.412000,-20.488000,1.109000,-0.149196,-0.116900,-0.056300,1.108994,-0.164644
88,347,0,7.991000,5.687000,1.111300,-0.159012,-0.078200,-0.037200,1.111354,-0.175670
89,354,0,85.717000,-56.441000,1.074400,-0.049061,-0.238700,-0.140700,1.074732,-0.061659
90,355,0,114.095000,-18.332000,1.074300,-0.048874,-0.103600,-0.050200,1.074676,-0.061543
91,358,0,-58.310000,-31.201000,1.109100,-0.149821,-0.138200,-0.049200,1.109073,-0.165098
92,360,0,-50.602000,-41.012000,1.091100,-0.184307,-0.140200,-0.018100,1.090964,-0.199929
93,368,0,54.496000,-7.062000,1.111100,-0.148650,-0.118900,-0.038200,1.111073,-0.163769
94,374,0,178.158000,-136.896000,1.118300,-0.182020,-0.180900,-0.065300,1.118307,-0.199853
95,376,0,-39.276000,73.124000,1.108800,-0.163565,-0.056900,-0.005000,1.108759,-0.180247
96,378,1,-13.448000,-65.828000,1.111300,-0.148426,-0.163200,-0.039100,1.111300,-0.163545
97,379,0,2.356000,-24.785000,1.111100,-0.168873,-0.180900,-0.059300,1.111088,-0.186066
98,380,0,-67.653000,-29.935000,1.109300,-0.148231,-0.237800,-0.077400,1.109253,-0.163623
99,382,1,-37.404000,-79.850000,1.110500,-0.150842,0.375500,0.010100,1.110500,-0.167880
100,383,1,67.649000,-1.305000,1.117400,-0.151379,0.795900,0.172400,1.117400,-0.167969
101,386,1,-42.621000,-59.069000,1.111300,-0.145487,1.175000,0.257300,1.111300,-0.160936
102,387,1,70.031000,10.259000,1.113900,-0.154764,0.461100,0.338700,1.113900,-0.171736
103,397,0,-11.660000,-33.717000,1.109400,-0.148763,-0.142300,-0.046200,1.109415,-0.164077
104,398,1,-76.127000,-48.654000,1.108000,-0.150304,-0.183800,-0.038300,1.108000,-0.165781
105,400,0,-41.071000,-80.225000,1.112400,-0.155360,-0.260100,-0.093400,1.112450,-0.172377
106,408,0,-66.914000,-85.522000,1.100400,-0.167161,-0.093400,-0.018100,1.100328,-0.189078
107,409,0,-105.643000,-60.086000,1.099600,-0.168681,-0.051800,-0.004000,1.099472,-0.191084
108,410,0,14.924000,-58.220000,1.105000,-0.154224,-0.519200,-0.168800,1.104994,-0.169706
109,417,0,51.615000,-5.841000,1.110200,-0.167121,-0.175800,-0.057300,1.110185,-0.184167
110,434,0,-17.545000,-25.372000,1.111500,-0.148171,-0.195100,-0.063300,1.111452,-0.163294
