0,13,0,25,0,7.930707,99.085176,2.329608,0.000000,2,10.313100,0.314556,1.000000,1.000000,-10.235400,-1.917730,1.000000,1.000000
1,41,0,115,0,20.727162,312.552532,0.739140,0.000000,2,2.551430,2.837790,1.000000,1.000000,-2.548220,-3.612870,1.000000,1.000000
2,2,1,4,3,24.655283,314.636288,1.757971,0.000000,3,13.810000,-5.775260,1.000000,1.000000,-13.762300,4.413440,1.000000,1.000000
3,10,1,16,3,18.423206,260.201376,0.848239,0.000000,2,-17.340500,4.446590,1.000000,1.000000,17.419800,-4.255960,1.000000,1.000000
4,65,1,247,3,18.084573,259.752373,0.855484,-0.000000,2,-0.102021,-2.406200,1.000000,1.000000,0.102922,1.464490,1.000000,1.000000
5,188,1,911,3,0.263444,54.405688,0.000000,1.000000,1,1.812790,1.860770,1.000000,1.000000,-1.812250,-1.748870,1.000000,1.000000
6,190,1,913,3,0.261292,54.802284,0.000000,1.000000,1,1.819920,1.874630,1.000000,1.000000,-1.819380,-1.762260,1.000000,1.000000
7,1,2,3,4,24.655283,314.636288,1.757971,-0.000000,3,-13.762300,4.413440,1.000000,1.000000,13.810000,-5.775260,1.000000,1.000000
8,5,2,8,4,34.144819,556.094932,0.429810,-0.000000,2,-25.137600,9.444720,1.000000,1.000000,25.208000,-8.779570,1.000000,1.000000
9,6,2,9,4,34.144819,556.094932,0.429810,-0.000000,2,-26.961200,10.223500,1.000000,1.000000,27.042300,-9.382960,1.000000,1.000000
10,7,2,10,4,74.024630,1575.677531,0.182224,-0.000000,2,2.120440,-17.680100,1.000000,1.000000,-2.112210,17.646500,1.000000,1.000000
11,108,2,412,4,16.531155,208.331857,1.155164,-0.000000,2,32.066400,13.971700,1.000000,1.000000,-31.651800,-9.975850,1.000000,1.000000
12,109,2,414,4,16.531155,208.331857,1.155164,-0.000000,2,31.850000,10.938400,1.000000,1.000000,-31.466500,-7.350990,1.000000,1.000000
13,4,3,7,6,26.368041,555.892728,0.349112,0.000000,2,17.772800,1.630210,1.000000,1.000000,-17.747000,-1.453270,1.000000,1.000000
14,138,3,637,6,0.404500,37.804285,0.000000,1.047619,1,-5.931060,-0.695706,1.000000,1.000000,5.941570,1.677750,1.000000,1.000000
15,139,3,638,6,0.404500,37.804285,0.000000,1.047619,1,-5.958410,-0.603431,1.000000,1.000000,5.968980,1.591120,1.000000,1.000000
16,140,3,639,6,0.404500,37.804285,0.000000,1.047619,1,-5.883260,-0.330993,1.000000,1.000000,5.893500,1.287170,1.000000,1.000000
17,3,4,6,7,26.368041,555.892728,0.349112,-0.000000,2,-17.747000,-1.453270,1.000000,1.000000,17.772800,1.630210,1.000000,1.000000
18,37,4,98,7,9.683488,208.139511,1.183909,0.000000,2,0.756787,-1.289670,1.000000,1.000000,-0.756568,0.052901,1.000000,1.000000
19,86,4,335,7,3.927109,72.767305,3.154005,0.000000,2,9.585360,-2.866530,1.000000,1.000000,-9.519320,0.735643,1.000000,1.000000
20,96,4,371,7,5.580896,95.409618,2.313181,-0.000000,2,-13.825500,1.410670,1.000000,1.000000,13.941200,-1.831250,1.000000,1.000000
21,99,4,383,7,113.497633,1566.388918,0.138574,0.000000,2,23.488000,2.197690,1.000000,1.000000,-23.463500,-2.004020,1.000000,1.000000
22,214,4,976,7,0.419745,56.388913,0.000000,1.047619,1,-1.138440,1.009400,1.000000,1.000000,1.138760,-0.966306,1.000000,1.000000
23,215,4,977,7,0.410435,55.760097,0.000000,1.047619,1,-1.119100,0.991857,1.000000,1.000000,1.119410,-0.949763,1.000000,1.000000
24,2,5,4,8,34.144819,556.094932,0.429810,0.000000,2,25.208000,-8.779570,1.000000,1.000000,-25.137600,9.444720,1.000000,1.000000
25,2,6,4,9,34.144819,556.094932,0.429810,0.000000,2,27.042300,-9.382960,1.000000,1.000000,-26.961200,10.223500,1.000000,1.000000
26,2,7,4,10,74.024630,1575.677531,0.182224,0.000000,2,-2.112210,17.646500,1.000000,1.000000,2.120440,-17.680100,1.000000,1.000000
27,8,7,11,10,15.333284,325.738602,1.700851,-0.000000,3,-43.102400,16.315100,1.000000,1.000000,43.371400,-12.501900,1.000000,1.000000
28,65,7,247,10,32.688283,527.570373,0.472022,0.000000,2,-24.372900,10.496100,1.000000,1.000000,24.444700,-9.874510,1.000000,1.000000
29,280,7,2284,10,99.009901,990.099010,0.000000,1.000000,1,0.129240,-43.764800,1.000000,1.000000,0.036430,45.421500,1.000000,1.000000
30,281,7,2285,10,99.009901,990.099010,0.000000,1.000000,1,0.015934,24.687900,1.000000,1.000000,0.036784,-24.160800,1.000000,1.000000
31,7,8,10,11,15.333284,325.738602,1.700851,0.000000,3,43.371400,-12.501900,1.000000,1.000000,-43.102400,16.315100,1.000000,1.000000
32,13,9,25,14,23.728706,305.115321,0.823401,-0.000000,2,-6.952350,1.359050,1.000000,1.000000,6.964310,-2.102360,1.000000,1.000000
33,1,10,3,16,18.423206,260.201376,0.848239,-0.000000,2,17.419800,-4.255960,1.000000,1.000000,-17.340500,4.446590,1.000000,1.000000
34,11,10,17,16,14.209377,176.426299,1.461286,0.000000,2,9.074890,-0.866663,1.000000,1.000000,-9.040440,-0.286906,1.000000,1.000000
35,37,10,98,16,5.801658,103.236611,5.075160,-0.000000,3,-16.411700,1.144020,1.000000,1.000000,16.554000,-4.031710,1.000000,1.000000
36,74,10,274,16,4.493252,62.427600,0.953577,0.000000,1,0.684849,1.268820,1.000000,1.000000,-0.680980,-2.221800,1.000000,1.000000
37,111,10,427,16,36.141019,485.471528,0.508983,0.000000,2,-11.806200,1.926660,1.000000,1.000000,11.826500,-2.205010,1.000000,1.000000
38,200,10,938,16,0.264970,54.563017,0.000000,1.000000,1,0.509146,0.333215,1.000000,1.000000,-0.509116,-0.326958,1.000000,1.000000
